Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Lorient,1.44,3.05,-1.61,1.41,2.19,-0.78,0.02,0.86,-0.84,1.44,3.05,-1.61,2,0,2,3.61,31.8,17.7,38.85,0.19,1.31,84,5,6,22,31.58,16.79,19.56,0,7,7,3,7,9.9,2.69,68.13,81.83,36.0,15.99,1,Rennes 0-2 Lorient,2026-01-24
Rennes,3.05,1.44,1.61,2.19,1.41,0.78,0.86,0.02,0.84,3.05,1.44,1.61,0,2,-2,-3.61,68.2,82.3,62.65,1.31,0.19,482,29,22,6,16.79,31.58,5.8,7,0,43,9,18,358.3,97.31,15.13,18.17,189.1,84.01,4,Rennes 0-2 Lorient,2026-01-24
PSG,3.39,0.65,2.74,3.22,0.65,2.57,0.17,0.0,0.17,3.39,0.65,2.74,1,0,1,-1.74,68.5,56.82,48.53,0.48,0.58,343,11,16,8,33.33,13.79,7.25,4,4,14,7,12,152.9,65.23,3.47,1.9,59.2,27.86,0,Auxerre 0-1 PSG,2026-01-23
Auxerre,0.65,3.39,-2.74,0.65,3.22,-2.57,0.0,0.17,-0.17,0.65,3.39,-2.74,0,1,-1,1.74,31.5,43.18,51.52,0.58,0.48,170,10,8,16,13.79,33.33,21.93,4,4,11,2,10,81.5,34.77,179.07,98.1,153.3,72.14,1,Auxerre 0-1 PSG,2026-01-23
Brest,0.7,2.95,-2.25,0.7,2.62,-1.92,0.0,0.34,-0.34,0.7,2.95,-2.25,1,2,-1,1.25,29.6,22.16,39.62,0.22,1.09,93,4,5,19,22.73,17.43,18.44,1,11,8,0,9,20.6,6.46,151.4,95.94,24.93,7.95,1,Olympique Lyonnais 2-1 Brest,2026-01-18
Olympique Lyonnais,2.95,0.7,2.25,2.62,0.7,1.92,0.34,0.0,0.34,2.95,0.7,2.25,2,1,1,-1.25,70.4,77.84,53.67,1.09,0.22,423,18,19,5,17.43,22.73,6.02,11,1,19,5,18,298.1,93.54,6.4,4.06,288.47,92.05,0,Olympique Lyonnais 2-1 Brest,2026-01-18
Paris FC,0.89,0.36,0.53,0.82,0.36,0.46,0.07,0.0,0.07,0.89,0.36,0.53,2,1,1,0.47,51.5,54.51,46.01,0.63,0.33,222,6,10,5,15.87,15.15,10.76,13,5,15,2,14,105.6,61.47,83.93,63.75,128.13,82.31,0,Nantes 1-2 Paris FC,2026-01-18
Nantes,0.36,0.89,-0.53,0.36,0.82,-0.46,0.0,0.07,-0.07,0.36,0.89,-0.53,1,2,-1,-0.47,48.5,45.49,41.78,0.33,0.63,167,3,5,10,15.15,15.87,15.96,5,13,11,1,16,66.2,38.53,47.73,36.25,27.53,17.69,1,Nantes 1-2 Paris FC,2026-01-18
Le Havre,0.45,2.62,-2.17,0.31,2.17,-1.86,0.14,0.45,-0.31,0.45,2.62,-2.17,1,1,0,2.17,45.3,29.87,39.59,0.29,1.55,129,6,7,19,24.14,12.26,9.0,7,8,16,6,14,31.3,14.0,39.6,43.08,25.23,12.18,0,Rennes 1-1 Le Havre,2026-01-18
Rennes,2.62,0.45,2.17,2.17,0.31,1.86,0.45,0.14,0.31,2.62,0.45,2.17,1,1,0,-2.17,54.7,70.13,53.83,1.55,0.29,249,18,19,7,12.26,24.14,7.86,8,7,36,10,18,192.2,86.0,52.33,56.92,181.87,87.82,1,Rennes 1-1 Le Havre,2026-01-18
Metz,1.79,0.93,0.86,1.03,0.9,0.13,0.0,0.03,-0.03,1.03,0.93,0.1,1,2,-1,-1.86,52.7,40.44,40.71,0.21,0.72,200,5,9,14,42.86,19.44,15.12,1,16,16,1,12,66.2,32.66,34.67,22.74,38.8,14.84,0,Strasbourg 2-1 Metz,2026-01-18
Strasbourg,0.93,1.79,-0.86,0.9,1.03,-0.13,0.03,0.0,0.03,0.93,1.03,-0.1,2,1,1,1.86,47.3,59.56,49.64,0.72,0.21,244,15,14,9,19.44,42.86,12.2,16,1,14,4,12,136.5,67.34,117.8,77.26,222.63,85.16,1,Strasbourg 2-1 Metz,2026-01-18
Olympique Marseille,3.55,1.45,2.1,3.55,1.37,2.18,0.0,0.08,-0.08,3.55,1.45,2.1,5,2,3,0.9,65.9,63.85,44.02,1.02,0.3,277,16,23,7,22.55,23.33,9.97,9,3,12,2,8,158.1,86.02,12.53,7.22,92.33,64.52,0,Angers SCO 2-5 Olympique Marseille,2026-01-17
Angers SCO,1.45,3.55,-2.1,1.37,3.55,-2.18,0.08,0.0,0.08,1.45,3.55,-2.1,2,5,-3,-0.9,34.1,36.15,43.22,0.3,1.02,142,3,7,23,23.33,22.55,23.04,3,9,18,6,9,25.7,13.98,161.07,92.78,50.77,35.48,0,Angers SCO 2-5 Olympique Marseille,2026-01-17
Nice,2.29,3.07,-0.78,2.24,2.62,-0.38,0.05,0.46,-0.41,2.29,3.07,-0.78,1,5,-4,-3.22,57.3,63.02,45.73,1.14,0.85,242,13,15,22,13.16,25.88,8.95,5,6,25,7,17,105.5,53.61,23.6,20.64,55.2,20.8,0,Toulouse 5-1 Nice,2026-01-17
Toulouse,3.07,2.29,0.78,2.62,2.24,0.38,0.46,0.05,0.41,3.07,2.29,0.78,5,1,4,3.22,42.7,36.98,43.76,0.85,1.14,149,21,22,15,25.88,13.16,12.3,6,5,11,6,12,91.3,46.39,90.73,79.36,210.24,79.2,0,Toulouse 5-1 Nice,2026-01-17
Auxerre,0.46,2.13,-1.67,0.32,2.04,-1.72,0.14,0.09,0.05,0.46,2.13,-1.67,0,1,-1,0.67,52.1,56.46,44.41,0.53,0.89,207,14,5,19,9.43,21.35,6.02,8,9,12,5,20,62.3,37.48,35.33,42.85,81.0,35.92,0,Lens 1-0 Auxerre,2026-01-17
Lens,2.13,0.46,1.67,2.04,0.32,1.72,0.09,0.14,-0.05,2.13,0.46,1.67,1,0,1,-0.67,47.9,43.54,43.06,0.89,0.53,157,14,19,5,21.35,9.43,7.68,9,8,10,1,19,103.9,62.52,47.13,57.15,144.5,64.08,2,Lens 1-0 Auxerre,2026-01-17
Lille,1.01,2.14,-1.13,1.01,2.14,-1.13,0.0,0.0,0.0,1.01,2.14,-1.13,0,3,-3,-1.87,38.7,34.54,43.44,0.45,0.67,172,8,7,13,15.56,19.4,28.05,1,11,11,2,6,52.6,19.75,114.8,73.06,28.66,10.72,0,PSG 3-0 Lille,2026-01-16
PSG,2.14,1.01,1.13,2.14,1.01,1.13,0.0,0.0,0.0,2.14,1.01,1.13,3,0,3,1.87,61.3,65.46,52.33,0.67,0.45,421,14,13,7,19.4,15.56,9.62,11,1,13,4,14,213.7,80.25,42.33,26.94,238.77,89.28,0,PSG 3-0 Lille,2026-01-16
Lorient,1.69,1.78,-0.09,1.64,1.59,0.05,0.05,0.18,-0.13,1.69,1.78,-0.09,3,1,2,2.09,38.1,31.73,47.16,0.58,0.97,181,14,14,14,24.14,14.43,17.54,4,6,11,3,9,37.5,16.9,92.07,87.74,71.9,38.04,0,Monaco 1-3 Lorient,2026-01-16
Monaco,1.78,1.69,0.09,1.59,1.64,-0.05,0.18,0.05,0.13,1.78,1.69,0.09,1,3,-2,-2.09,61.9,68.27,55.47,0.97,0.58,422,17,14,14,14.43,24.14,10.1,6,4,34,4,16,184.4,83.1,12.87,12.26,117.1,61.96,0,Monaco 1-3 Lorient,2026-01-16
Paris FC,0.99,2.31,-1.32,0.22,1.23,-1.01,0.01,1.08,-1.07,0.23,2.31,-2.08,1,2,-1,0.32,30.6,20.45,38.55,0.2,0.77,104,6,6,20,30.0,25.97,34.28,4,9,8,1,4,19.2,6.36,168.53,90.94,52.9,20.67,1,PSG 2-1 Paris FC,2026-01-04
PSG,2.31,0.99,1.32,1.23,0.22,1.01,1.08,0.01,1.07,2.31,0.23,2.08,2,1,1,-0.32,69.4,79.55,52.95,0.77,0.2,486,18,20,6,25.97,30.0,12.48,9,4,18,7,7,282.5,93.64,16.8,9.06,202.97,79.33,0,PSG 2-1 Paris FC,2026-01-04
Auxerre,1.39,2.15,-0.76,1.36,2.06,-0.7,0.04,0.09,-0.05,1.39,2.15,-0.76,0,2,-2,-1.24,50.2,48.9,46.66,0.54,1.44,219,8,10,11,18.52,7.64,10.24,3,7,24,6,9,63.2,40.33,41.47,34.71,61.33,26.16,1,Brest 2-0 Auxerre,2026-01-04
Brest,2.15,1.39,0.76,2.06,1.36,0.7,0.09,0.04,0.05,2.15,1.39,0.76,2,0,2,1.24,49.8,51.1,47.73,1.44,0.54,213,18,11,10,7.64,18.52,10.08,7,3,20,7,16,93.5,59.67,78.0,65.29,173.13,73.84,2,Brest 2-0 Auxerre,2026-01-04
Metz,0.66,2.39,-1.73,0.51,2.27,-1.76,0.15,0.11,0.04,0.66,2.39,-1.73,1,1,0,1.73,57.5,49.25,44.7,0.26,0.57,250,6,8,16,30.77,28.07,14.46,4,8,18,4,8,100.1,47.87,30.53,20.02,71.43,30.5,0,Lorient 1-1 Metz,2026-01-04
Lorient,2.39,0.66,1.73,2.27,0.51,1.76,0.11,0.15,-0.04,2.39,0.66,1.73,1,1,0,-1.73,42.5,50.75,46.99,0.57,0.26,193,10,16,8,28.07,30.77,19.04,8,4,14,4,9,109.0,52.13,122.0,79.98,162.8,69.5,1,Lorient 1-1 Metz,2026-01-04
Angers SCO,0.71,2.0,-1.29,0.66,0.63,0.03,0.05,1.37,-1.32,0.71,2.0,-1.29,1,2,-1,0.29,50.3,46.15,50.02,0.7,0.52,240,10,9,11,12.86,21.15,11.58,2,5,20,6,8,85.1,44.6,59.27,60.07,72.13,43.64,2,Le Havre 2-1 Angers SCO,2026-01-04
Le Havre,2.0,0.71,1.29,0.63,0.66,-0.03,1.37,0.05,1.32,2.0,0.71,1.29,2,1,1,-0.29,49.7,53.85,47.16,0.52,0.7,219,7,11,9,21.15,12.86,10.62,5,2,32,6,15,105.7,55.4,39.4,39.93,93.17,56.36,2,Le Havre 2-1 Angers SCO,2026-01-04
Nantes,3.63,0.84,2.79,2.6,0.68,1.92,0.27,0.16,0.11,2.87,0.84,2.03,2,0,2,-0.79,44.0,34.73,42.81,0.53,0.36,138,13,15,11,28.3,30.56,11.46,2,5,8,3,20,59.7,42.77,58.47,49.63,74.6,53.07,0,Olympique Marseille 0-2 Nantes,2026-01-04
Olympique Marseille,0.84,3.63,-2.79,0.68,2.6,-1.92,0.16,0.27,-0.11,0.84,2.87,-2.03,0,2,-2,0.79,56.0,65.27,50.35,0.36,0.53,258,10,11,15,30.56,28.3,8.53,5,2,20,6,17,79.9,57.23,59.33,50.37,65.97,46.93,0,Olympique Marseille 0-2 Nantes,2026-01-04
Rennes,2.28,1.04,1.24,1.7,0.95,0.75,0.59,0.09,0.5,2.28,1.04,1.24,2,0,2,0.76,60.9,68.5,51.99,1.34,0.55,368,23,18,13,13.43,23.64,13.52,4,6,29,7,14,225.2,80.2,29.4,22.47,191.27,78.2,0,Lille 0-2 Rennes,2026-01-03
Lille,1.04,2.28,-1.24,0.95,1.7,-0.75,0.09,0.59,-0.5,1.04,2.28,-1.24,0,2,-2,-0.76,39.1,31.5,44.78,0.55,1.34,170,13,13,18,23.64,13.43,20.73,6,4,18,4,4,55.6,19.8,101.47,77.53,53.33,21.8,0,Lille 0-2 Rennes,2026-01-03
