Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Olympique Lyonnais,0.58,2.15,-1.57,0.58,2.15,-1.57,0.0,0.0,0.0,0.58,2.15,-1.57,1,0,1,2.57,46.1,33.22,40.84,0.36,0.78,137,10,5,14,13.89,17.95,10.22,4,5,11,4,24,42.7,21.75,29.4,29.13,30.53,18.66,0,Lille 0-1 Olympique Lyonnais,2025-09-28
Lille,2.15,0.58,1.57,2.15,0.58,1.57,0.0,0.0,0.0,2.15,0.58,1.57,0,1,-1,-2.57,53.9,66.78,53.14,0.78,0.36,255,14,14,5,17.95,13.89,7.33,5,4,23,3,20,153.6,78.25,71.53,70.87,133.07,81.34,0,Lille 0-1 Olympique Lyonnais,2025-09-28
Le Havre,0.38,0.61,-0.23,0.32,0.43,-0.11,0.07,0.18,-0.11,0.38,0.61,-0.23,0,0,0,0.23,47.5,54.8,44.83,0.28,0.32,179,6,10,7,35.71,21.88,12.31,2,2,22,6,16,63.3,50.72,60.8,59.42,80.77,57.5,2,Metz 0-0 Le Havre,2025-09-28
Metz,0.61,0.38,0.23,0.43,0.32,0.11,0.18,0.07,0.11,0.61,0.38,0.23,0,0,0,-0.23,52.5,45.2,43.45,0.32,0.28,159,5,7,10,21.88,35.71,9.19,2,2,18,4,16,61.5,49.28,41.53,40.58,59.7,42.5,0,Metz 0-0 Le Havre,2025-09-28
Brest,1.68,1.19,0.49,0.85,1.03,-0.18,0.07,0.16,-0.09,0.92,1.19,-0.27,2,0,2,1.51,43.5,35.89,42.63,0.35,1.16,154,9,7,11,20.0,9.48,10.94,3,4,10,4,13,41.7,22.69,63.4,67.83,83.97,58.97,2,Angers SCO 0-2 Brest,2025-09-28
Angers SCO,1.19,1.68,-0.49,1.03,0.85,0.18,0.16,0.07,0.09,1.19,0.92,0.27,0,2,-2,-1.51,56.5,64.11,50.93,1.16,0.35,257,22,11,7,9.48,20.0,11.13,4,3,43,11,13,142.1,77.31,30.07,32.17,58.43,41.03,1,Angers SCO 0-2 Brest,2025-09-28
Paris FC,2.29,1.36,0.93,1.32,1.22,0.1,0.21,0.15,0.06,1.53,1.36,0.17,1,1,0,-0.93,56.4,51.67,41.08,0.73,0.6,194,14,13,11,17.81,18.33,10.12,2,7,16,5,14,92.0,57.64,27.6,20.53,72.0,32.97,0,Nice 1-1 Paris FC,2025-09-28
Nice,1.36,2.29,-0.93,1.22,1.32,-0.1,0.15,0.21,-0.06,1.36,1.53,-0.17,1,1,0,0.93,43.6,48.33,46.51,0.6,0.73,179,11,11,13,18.33,17.81,12.41,7,2,15,5,14,67.6,42.36,106.87,79.47,146.37,67.03,2,Nice 1-1 Paris FC,2025-09-28
Auxerre,1.31,1.92,-0.61,1.12,1.3,-0.18,0.19,0.62,-0.43,1.31,1.92,-0.61,0,2,-2,-1.39,34.2,36.97,47.89,0.38,0.82,170,10,12,15,31.58,18.29,17.18,4,10,11,5,10,73.1,31.31,157.2,96.92,94.83,46.24,1,PSG 2-0 Auxerre,2025-09-27
PSG,1.92,1.31,0.61,1.3,1.12,0.18,0.62,0.19,0.43,1.92,1.31,0.61,2,0,2,1.39,65.8,63.03,47.55,0.82,0.38,327,11,15,12,18.29,31.58,6.58,10,4,7,5,17,160.4,68.69,5.0,3.08,110.27,53.76,0,PSG 2-0 Auxerre,2025-09-27
Nantes,1.73,3.39,-1.66,1.57,2.63,-1.06,0.16,0.0,0.16,1.73,2.63,-0.9,2,2,0,1.66,55.3,39.15,37.57,0.48,0.7,145,10,12,20,25.0,28.57,11.6,1,5,11,4,12,51.3,28.31,9.87,8.26,20.2,9.54,2,Toulouse 2-2 Nantes,2025-09-27
Toulouse,3.39,1.73,1.66,2.63,1.57,1.06,0.0,0.16,-0.16,2.63,1.73,0.9,2,2,0,-1.66,44.7,60.85,49.01,0.7,0.48,195,22,20,12,28.57,25.0,10.67,5,1,22,1,18,129.9,71.69,109.6,91.74,191.53,90.46,2,Toulouse 2-2 Nantes,2025-09-27
Monaco,1.06,3.6,-2.54,0.3,3.58,-3.28,0.0,0.02,-0.02,0.3,3.6,-3.3,1,3,-2,0.54,52.7,55.22,53.03,0.47,0.97,383,8,5,19,10.64,19.59,12.94,9,1,22,4,11,111.5,39.1,55.87,32.92,41.6,14.16,0,Lorient 3-1 Monaco,2025-09-27
Lorient,3.6,1.06,2.54,3.58,0.3,3.28,0.02,0.0,0.02,3.6,0.3,3.3,3,1,2,-0.54,47.3,44.78,46.98,0.97,0.47,247,14,19,5,19.59,10.64,22.05,1,9,17,2,10,173.7,60.9,113.87,67.08,252.19,85.84,0,Lorient 3-1 Monaco,2025-09-27
Olympique Marseille,2.44,1.64,0.8,2.17,1.38,0.79,0.27,0.26,0.01,2.44,1.64,0.8,2,1,1,0.2,60.2,71.97,49.66,0.47,0.8,322,12,16,9,34.04,11.25,11.25,6,2,23,4,15,211.9,87.38,36.53,26.73,176.33,72.7,0,Strasbourg 1-2 Olympique Marseille,2025-09-26
Strasbourg,1.64,2.44,-0.8,1.38,2.17,-0.79,0.26,0.27,-0.01,1.64,2.44,-0.8,1,2,-1,-0.2,39.8,28.03,38.27,0.8,0.47,105,13,9,16,11.25,34.04,16.68,2,6,14,5,13,30.6,12.62,100.13,73.27,66.23,27.3,0,Strasbourg 1-2 Olympique Marseille,2025-09-26
PSG,0.93,1.5,-0.57,0.75,1.2,-0.45,0.18,0.3,-0.12,0.93,1.5,-0.57,0,1,-1,-0.43,67.6,61.56,49.14,0.54,0.65,359,9,12,9,22.22,13.85,7.85,7,4,12,3,7,138.3,67.53,2.87,1.66,43.67,20.7,0,Olympique Marseille 1-0 PSG,2025-09-22
Olympique Marseille,1.5,0.93,0.57,1.2,0.75,0.45,0.3,0.18,0.12,1.5,0.93,0.57,1,0,1,0.43,32.4,38.44,47.07,0.65,0.54,154,9,9,12,13.85,22.22,17.09,4,7,11,5,16,66.5,32.47,170.13,98.34,167.33,79.3,0,Olympique Marseille 1-0 PSG,2025-09-22
Metz,2.24,3.22,-0.98,1.48,3.02,-1.54,0.0,0.2,-0.2,1.48,3.22,-1.74,2,5,-3,-2.02,56.7,40.08,39.6,0.29,1.36,171,9,8,17,27.59,12.5,12.21,5,20,14,5,6,44.3,23.66,14.8,11.65,19.33,8.37,0,Monaco 5-2 Metz,2025-09-21
Monaco,3.22,2.24,0.98,3.02,1.48,1.54,0.2,0.0,0.2,3.22,1.48,1.74,5,2,3,2.02,43.3,59.92,49.66,1.36,0.29,219,16,17,8,12.5,27.59,10.25,20,5,15,4,15,142.9,76.34,112.2,88.35,211.63,91.63,1,Monaco 5-2 Metz,2025-09-21
Lorient,1.39,2.28,-0.89,1.31,1.03,0.28,0.08,0.49,-0.41,1.39,1.52,-0.13,1,1,0,0.89,40.0,40.28,46.22,0.29,0.79,185,7,8,13,27.59,16.46,15.03,3,7,14,2,15,59.1,33.24,105.53,80.43,96.6,61.75,2,Le Havre 1-1 Lorient,2025-09-21
Le Havre,2.28,1.39,0.89,1.03,1.31,-0.28,0.49,0.08,0.41,1.52,1.39,0.13,1,1,0,-0.89,60.0,59.72,48.26,0.79,0.29,287,14,13,8,16.46,27.59,7.56,7,3,39,6,20,118.7,66.76,25.67,19.57,59.83,38.25,0,Le Havre 1-1 Lorient,2025-09-21
Toulouse,2.98,0.84,2.14,1.75,0.8,0.95,0.47,0.03,0.44,2.22,0.84,1.38,0,1,-1,-3.14,59.2,55.07,47.8,1.01,0.37,223,14,13,6,12.87,16.22,6.12,7,2,18,4,20,120.2,62.31,18.27,15.71,70.0,39.06,2,Auxerre 1-0 Toulouse,2025-09-21
Auxerre,0.84,2.98,-2.14,0.8,1.75,-0.95,0.03,0.47,-0.44,0.84,2.22,-1.38,1,0,1,3.14,40.8,44.93,45.18,0.37,1.01,139,9,6,13,16.22,12.87,10.13,2,7,13,3,12,72.7,37.69,98.0,84.29,109.23,60.94,3,Auxerre 1-0 Toulouse,2025-09-21
Strasbourg,2.31,2.13,0.18,2.31,2.04,0.27,0.0,0.09,-0.09,2.31,2.13,0.18,3,2,1,0.82,39.2,28.66,40.61,0.43,1.01,142,11,8,18,18.6,17.82,34.73,3,8,8,2,10,39.4,16.0,118.67,84.4,79.2,47.32,0,Paris FC 2-3 Strasbourg,2025-09-21
Paris FC,2.13,2.31,-0.18,2.04,2.31,-0.27,0.09,0.0,0.09,2.13,2.31,-0.18,2,3,-1,-0.82,60.8,71.34,48.32,1.01,0.43,336,15,18,8,17.82,18.6,12.57,8,3,31,4,11,206.8,84.0,21.93,15.6,88.17,52.68,0,Paris FC 2-3 Strasbourg,2025-09-21
Lille,2.79,3.24,-0.45,2.5,2.69,-0.19,0.3,0.56,-0.26,2.79,3.24,-0.45,0,3,-3,-2.55,61.7,61.49,47.51,0.72,0.8,268,23,17,15,23.61,18.75,7.72,5,3,20,10,11,163.4,64.56,28.0,21.07,125.01,37.55,2,Lens 3-0 Lille,2025-09-20
Lens,3.24,2.79,0.45,2.69,2.5,0.19,0.56,0.3,0.26,3.24,2.79,0.45,3,0,3,2.55,38.3,38.51,43.89,0.8,0.72,142,10,15,17,18.75,23.61,13.64,3,5,15,4,17,89.7,35.44,104.87,78.93,207.87,62.45,0,Lens 3-0 Lille,2025-09-20
Nice,2.75,1.68,1.07,2.42,1.55,0.87,0.34,0.13,0.21,2.75,1.68,1.07,1,4,-3,-4.07,62.0,68.0,53.13,1.67,0.76,384,24,21,11,12.57,14.47,10.06,5,5,24,7,11,211.0,87.95,30.4,27.54,146.36,64.23,0,Brest 4-1 Nice,2025-09-20
Brest,1.68,2.75,-1.07,1.55,2.42,-0.87,0.13,0.34,-0.21,1.68,2.75,-1.07,4,1,3,4.07,38.0,32.0,41.85,0.76,1.67,140,8,11,21,14.47,12.57,11.85,5,5,6,2,17,28.9,12.05,80.0,72.46,81.52,35.77,3,Brest 4-1 Nice,2025-09-20
Rennes,1.42,2.76,-1.34,0.6,1.91,-1.31,0.07,0.09,-0.02,0.66,2.0,-1.34,2,2,0,1.34,57.1,60.07,46.95,0.52,0.75,236,7,8,16,15.38,21.33,9.17,2,6,14,4,18,111.5,62.57,28.13,27.05,81.5,62.53,0,Nantes 2-2 Rennes,2025-09-20
Nantes,2.76,1.42,1.34,1.91,0.6,1.31,0.09,0.07,0.02,2.0,0.66,1.34,2,2,0,-1.34,42.9,39.93,44.37,0.75,0.52,154,13,16,8,21.33,15.38,9.8,6,2,19,4,14,66.7,37.43,75.87,72.95,48.83,37.47,0,Nantes 2-2 Rennes,2025-09-20
Angers SCO,1.42,2.5,-1.08,0.93,2.1,-1.17,0.49,0.41,0.08,1.42,2.5,-1.08,0,1,-1,0.08,33.2,25.76,40.04,0.4,0.43,95,6,10,16,25.0,37.21,19.04,4,5,15,4,10,19.1,11.31,119.2,95.0,62.8,41.52,1,Olympique Lyonnais 1-0 Angers SCO,2025-09-19
Olympique Lyonnais,2.5,1.42,1.08,2.1,0.93,1.17,0.41,0.49,-0.08,2.5,1.42,1.08,1,0,1,-0.08,66.8,74.24,47.43,0.43,0.4,272,11,16,10,37.21,25.0,7.08,5,4,24,7,16,149.8,88.69,6.27,5.0,88.47,58.48,0,Olympique Lyonnais 1-0 Angers SCO,2025-09-19
Olympique Lyonnais,1.54,3.2,-1.66,1.34,1.9,-0.56,0.2,1.3,-1.1,1.54,3.2,-1.66,1,3,-2,-0.34,51.8,40.18,43.79,0.75,0.92,202,9,8,24,10.67,26.09,11.72,3,12,12,4,13,77.7,27.73,32.33,27.43,45.43,20.48,0,Rennes 3-1 Olympique Lyonnais,2025-09-14
Rennes,3.2,1.54,1.66,1.9,1.34,0.56,1.3,0.2,1.1,3.2,1.54,1.66,3,1,2,0.34,48.2,59.82,52.71,0.92,0.75,278,12,24,8,26.09,10.67,11.62,12,3,20,5,18,202.5,72.27,85.53,72.57,176.43,79.52,1,Rennes 3-1 Olympique Lyonnais,2025-09-14
Le Havre,0.84,1.68,-0.84,0.62,0.85,-0.23,0.22,0.07,0.15,0.84,0.92,-0.08,0,1,-1,-0.16,51.4,52.33,43.4,0.8,0.56,190,12,10,9,12.5,16.07,11.19,8,6,26,3,16,72.6,44.81,40.67,37.89,72.37,38.53,0,Strasbourg 1-0 Le Havre,2025-09-14
Strasbourg,1.68,0.84,0.84,0.85,0.62,0.23,0.07,0.22,-0.15,0.92,0.84,0.08,1,0,1,0.16,48.6,47.67,43.16,0.56,0.8,182,12,9,10,16.07,12.5,15.56,6,8,17,4,8,89.4,55.19,66.67,62.11,115.47,61.47,0,Strasbourg 1-0 Le Havre,2025-09-14
Paris FC,1.91,3.83,-1.92,1.91,2.08,-0.17,0.0,0.99,-0.99,1.91,3.07,-1.16,2,1,1,2.92,53.1,38.31,40.58,0.64,0.69,158,5,7,23,10.94,33.33,13.52,3,7,8,1,10,41.9,25.69,30.73,27.02,39.47,23.89,0,Brest 1-2 Paris FC,2025-09-14
Brest,3.83,1.91,1.92,2.08,1.91,0.17,0.99,0.0,0.99,3.07,1.91,1.16,1,2,-1,-2.92,46.9,61.69,47.16,0.69,0.64,214,16,23,7,33.33,10.94,13.79,7,3,25,6,11,121.2,74.31,83.0,72.98,125.73,76.11,3,Brest 1-2 Paris FC,2025-09-14
Angers SCO,2.27,1.76,0.51,1.51,0.51,1.0,0.0,0.5,-0.5,1.51,1.0,0.51,1,1,0,-0.51,44.9,37.97,43.1,0.57,0.26,165,9,10,9,17.54,34.62,19.38,4,6,11,3,7,63.4,38.19,96.13,80.11,82.2,53.44,0,Metz 1-1 Angers SCO,2025-09-14
Metz,1.76,2.27,-0.51,0.51,1.51,-1.0,0.5,0.0,0.5,1.0,1.51,-0.51,1,1,0,0.51,55.1,62.03,44.4,0.26,0.57,243,5,9,10,34.62,17.54,15.85,6,4,16,4,10,102.6,61.81,23.87,19.89,71.63,46.56,4,Metz 1-1 Angers SCO,2025-09-14
Lens,1.48,1.53,-0.05,1.48,1.53,-0.05,0.0,0.0,0.0,1.48,1.53,-0.05,0,2,-2,-1.95,31.7,32.63,41.37,0.54,0.61,124,6,11,14,20.37,22.95,22.4,6,5,10,3,8,50.3,24.44,155.13,94.4,82.13,32.41,0,PSG 2-0 Lens,2025-09-14
PSG,1.53,1.48,0.05,1.53,1.48,0.05,0.0,0.0,0.0,1.53,1.48,0.05,2,0,2,1.95,68.3,67.37,47.28,0.61,0.54,357,14,14,11,22.95,20.37,12.2,5,6,8,4,10,155.5,75.56,9.2,5.6,171.27,67.59,0,PSG 2-0 Lens,2025-09-14
Toulouse,1.3,3.27,-1.97,1.2,2.32,-1.12,0.09,0.2,-0.11,1.3,2.51,-1.21,1,2,-1,0.97,30.4,34.74,46.33,0.23,0.96,105,4,9,20,39.13,20.83,20.12,2,6,15,6,10,26.8,14.48,132.6,95.72,84.97,55.8,0,Lille 2-1 Toulouse,2025-09-14
Lille,3.27,1.3,1.97,2.32,1.2,1.12,0.2,0.09,0.11,2.51,1.3,1.21,2,1,1,-0.97,69.6,65.26,48.21,0.96,0.23,298,18,20,9,20.83,39.13,5.8,6,2,27,7,12,158.3,85.52,5.93,4.28,67.3,44.2,0,Lille 2-1 Toulouse,2025-09-14
Monaco,1.76,0.96,0.8,1.25,0.66,0.59,0.51,0.3,0.21,1.76,0.96,0.8,2,1,1,0.2,67.7,64.53,51.85,1.84,0.5,362,26,13,10,7.07,20.0,6.1,5,5,26,8,19,177.2,81.55,12.07,8.14,96.87,64.74,2,Auxerre 1-2 Monaco,2025-09-13
Auxerre,0.96,1.76,-0.8,0.66,1.25,-0.59,0.3,0.51,-0.21,0.96,1.76,-0.8,1,2,-1,-0.2,32.3,35.47,48.7,0.5,1.84,149,5,10,13,20.0,7.07,13.77,5,5,11,5,12,40.1,18.45,136.27,91.86,52.77,35.26,0,Auxerre 1-2 Monaco,2025-09-13
Nantes,1.12,2.36,-1.24,0.71,2.21,-1.5,0.4,0.15,0.25,1.12,2.36,-1.24,0,1,-1,0.24,41.4,38.18,44.6,0.38,0.95,156,13,14,19,36.84,20.0,11.75,4,4,15,4,14,54.9,26.65,81.8,75.23,75.63,36.79,1,Nice 1-0 Nantes,2025-09-13
Nice,2.36,1.12,1.24,2.21,0.71,1.5,0.15,0.4,-0.25,2.36,1.12,1.24,1,0,1,-0.24,58.6,61.82,48.97,0.95,0.38,272,15,19,14,20.0,36.84,8.3,4,4,27,7,16,151.1,73.35,26.93,24.77,129.97,63.21,0,Nice 1-0 Nantes,2025-09-13
Lorient,0.48,2.07,-1.59,0.48,0.94,-0.46,0.0,0.37,-0.37,0.48,1.31,-0.83,0,4,-4,-2.41,27.9,9.87,35.13,-0.02,1.26,67,1,4,15,-200.0,11.9,28.94,0,6,4,0,5,0.0,0.0,153.0,88.81,0.07,0.01,0,Olympique Marseille 4-0 Lorient,2025-09-12
Olympique Marseille,2.07,0.48,1.59,0.94,0.48,0.46,0.37,0.0,0.37,1.31,0.48,0.83,4,0,4,2.41,72.1,90.13,60.82,1.26,-0.02,661,28,15,4,11.9,-200.0,8.49,6,0,21,10,18,429.4,100.0,19.27,11.19,724.21,99.99,0,Olympique Marseille 4-0 Lorient,2025-09-12
Olympique Marseille,0.92,3.2,-2.28,0.92,2.86,-1.94,0.0,0.34,-0.34,0.92,3.2,-2.28,0,1,-1,1.28,42.6,31.86,43.14,0.22,0.67,132,7,5,18,22.73,26.87,16.1,4,3,13,4,11,18.9,8.06,70.27,72.89,18.93,10.01,1,Olympique Lyonnais 1-0 Olympique Marseille,2025-08-31
Olympique Lyonnais,3.2,0.92,2.28,2.86,0.92,1.94,0.34,0.0,0.34,3.2,0.92,2.28,1,0,1,-1.28,57.4,68.14,54.6,0.67,0.22,299,18,18,5,26.87,22.73,9.25,3,4,33,9,16,215.7,91.94,26.13,27.11,170.2,89.99,1,Olympique Lyonnais 1-0 Olympique Marseille,2025-08-31
Nice,1.19,2.87,-1.68,0.72,2.87,-2.15,0.48,0.0,0.48,1.19,2.87,-1.68,1,3,-2,-0.32,58.1,63.89,49.66,0.93,0.71,278,11,7,12,7.53,16.9,9.94,5,2,24,5,16,111.4,71.5,23.33,20.82,67.63,44.62,1,Le Havre 3-1 Nice,2025-08-31
Le Havre,2.87,1.19,1.68,2.87,0.72,2.15,0.0,0.48,-0.48,2.87,1.19,1.68,3,1,2,0.32,41.9,36.11,42.61,0.71,0.93,138,11,12,7,16.9,7.53,16.48,2,5,26,0,13,44.4,28.5,88.73,79.18,83.93,55.38,0,Le Havre 3-1 Nice,2025-08-31
Metz,2.02,3.9,-1.88,1.19,2.37,-1.18,0.84,0.77,0.07,2.02,3.14,-1.12,2,3,-1,0.88,48.8,34.15,41.09,0.61,1.04,163,10,14,24,22.95,23.08,20.21,3,4,19,6,8,46.8,21.69,51.53,41.81,42.0,18.05,1,Paris FC 3-2 Metz,2025-08-31
Paris FC,3.9,2.02,1.88,2.37,1.19,1.18,0.77,0.84,-0.07,3.14,2.02,1.12,3,2,1,-0.88,51.2,65.85,49.62,1.04,0.61,261,20,24,14,23.08,22.95,20.0,4,3,27,14,4,169.0,78.31,71.73,58.19,190.7,81.95,1,Paris FC 3-2 Metz,2025-08-31
Strasbourg,1.83,2.26,-0.43,0.87,2.09,-1.22,0.21,0.16,0.05,1.07,2.26,-1.19,2,3,-1,-0.57,57.2,60.34,47.29,0.87,0.87,253,18,12,12,13.79,13.79,10.72,6,7,16,5,12,137.2,71.68,32.53,30.94,104.27,48.48,0,Monaco 3-2 Strasbourg,2025-08-31
Monaco,2.26,1.83,0.43,2.09,0.87,1.22,0.16,0.21,-0.05,2.26,1.07,1.19,3,2,1,0.57,42.8,39.66,44.5,0.87,0.87,163,12,12,12,13.79,13.79,13.87,7,6,14,6,13,54.2,28.32,72.6,69.06,110.83,51.52,0,Monaco 3-2 Strasbourg,2025-08-31
Rennes,2.26,1.23,1.03,1.83,1.2,0.63,0.44,0.03,0.41,2.26,1.23,1.03,1,1,0,-1.03,63.5,72.93,47.75,0.94,0.62,330,15,15,10,15.96,16.13,12.48,10,1,22,7,11,187.3,79.77,17.13,11.21,122.03,57.62,0,Angers SCO 1-1 Rennes,2025-08-31
Angers SCO,1.23,2.26,-1.03,1.2,1.83,-0.63,0.03,0.44,-0.41,1.23,2.26,-1.03,1,1,0,1.03,36.5,27.07,42.02,0.62,0.94,132,4,10,15,16.13,15.96,25.5,1,10,12,1,9,47.5,20.23,135.67,88.79,89.77,42.38,1,Angers SCO 1-1 Rennes,2025-08-31
PSG,3.33,2.52,0.81,1.68,1.22,0.46,0.14,0.54,-0.4,1.81,1.76,0.05,6,3,3,2.19,75.2,68.25,46.9,0.62,0.33,381,17,13,14,20.97,42.42,10.32,6,8,4,7,11,222.0,77.81,0.87,0.35,89.63,50.94,0,Toulouse 3-6 PSG,2025-08-30
Toulouse,2.52,3.33,-0.81,1.22,1.68,-0.46,0.54,0.14,0.4,1.76,1.81,-0.05,3,6,-3,-2.19,24.8,31.75,45.82,0.33,0.62,120,8,14,13,42.42,20.97,29.92,8,6,11,5,7,63.3,22.19,245.67,99.65,86.33,49.06,1,Toulouse 3-6 PSG,2025-08-30
Auxerre,1.25,0.56,0.69,1.16,0.56,0.6,0.1,0.0,0.1,1.25,0.56,0.69,0,1,-1,-1.69,57.5,72.59,48.41,0.72,0.11,257,14,14,4,19.44,36.36,10.97,4,3,28,9,11,165.4,95.22,35.67,37.21,140.33,89.21,3,Nantes 1-0 Auxerre,2025-08-30
Nantes,0.56,1.25,-0.69,0.56,1.16,-0.6,0.0,0.1,-0.1,0.56,1.25,-0.69,1,0,1,1.69,42.5,27.41,35.46,0.11,0.72,87,1,4,14,36.36,19.44,13.57,3,4,10,3,13,8.3,4.78,60.2,62.79,16.97,10.79,4,Nantes 1-0 Auxerre,2025-08-30
Lille,3.86,2.04,1.82,2.86,1.24,1.62,1.0,0.04,0.96,3.86,1.28,2.58,7,1,6,4.18,59.0,62.65,50.83,0.5,0.29,271,18,20,6,40.0,20.69,8.03,8,0,15,8,18,180.3,74.23,37.67,35.01,165.63,82.47,0,Lorient 1-7 Lille,2025-08-30
Lorient,2.04,3.86,-1.82,1.24,2.86,-1.62,0.04,1.0,-0.96,1.28,3.86,-2.58,1,7,-6,-4.18,41.0,37.35,43.98,0.29,0.5,149,5,6,20,20.69,40.0,12.73,0,8,15,3,14,62.6,25.77,69.93,64.99,35.2,17.53,1,Lorient 1-7 Lille,2025-08-30
Brest,1.67,5.8,-4.13,1.67,3.0,-1.33,0.0,2.04,-2.04,1.67,5.04,-3.37,1,3,-2,2.13,33.2,30.37,45.12,0.44,1.36,121,5,9,30,20.45,22.06,19.77,4,7,8,1,12,44.2,12.83,135.73,91.51,93.43,29.32,1,Lens 3-1 Brest,2025-08-29
Lens,5.8,1.67,4.13,3.0,1.67,1.33,2.04,0.0,2.04,5.04,1.67,3.37,3,1,2,-2.13,66.8,69.63,49.76,1.36,0.44,319,31,30,9,22.06,20.45,8.29,7,4,34,15,7,300.2,87.17,12.6,8.49,225.27,70.68,0,Lens 3-1 Brest,2025-08-29
Monaco,1.45,2.73,-1.28,1.45,1.4,0.05,0.0,0.57,-0.57,1.45,1.97,-0.52,0,1,-1,0.28,50.1,46.43,44.31,0.43,0.81,174,6,6,18,13.95,22.22,11.35,7,4,14,3,14,51.9,29.32,50.4,42.09,63.1,28.45,0,Lille 1-0 Monaco,2025-08-24
Lille,2.73,1.45,1.28,1.4,1.45,-0.05,0.57,0.0,0.57,1.97,1.45,0.52,1,0,1,-0.28,49.9,53.57,47.84,0.81,0.43,224,19,18,6,22.22,13.95,10.05,4,7,28,8,7,125.1,70.68,69.33,57.91,158.73,71.55,0,Lille 1-0 Monaco,2025-08-24
Nantes,1.03,1.87,-0.84,0.97,1.68,-0.71,0.06,0.19,-0.13,1.03,1.87,-0.84,0,1,-1,-0.16,51.2,34.09,37.03,0.26,0.75,144,8,9,15,34.62,20.0,14.31,4,8,14,6,9,28.1,17.43,42.73,30.61,29.47,13.27,0,Strasbourg 1-0 Nantes,2025-08-24
Strasbourg,1.87,1.03,0.84,1.68,0.97,0.71,0.19,0.06,0.13,1.87,1.03,0.84,1,0,1,0.16,48.8,65.91,48.23,0.75,0.26,229,11,15,9,20.0,34.62,12.11,8,4,24,7,11,133.1,82.57,96.87,69.39,192.6,86.73,0,Strasbourg 1-0 Nantes,2025-08-24
Brest,1.33,1.33,0.0,0.69,1.21,-0.52,0.64,0.12,0.52,1.33,1.33,0.0,0,2,-2,-2.0,52.4,58.96,46.29,0.79,0.41,199,17,16,6,20.25,14.63,10.88,8,3,22,9,10,119.7,72.68,34.8,37.85,94.0,60.49,2,Toulouse 2-0 Brest,2025-08-24
Toulouse,1.33,1.33,0.0,1.21,0.69,0.52,0.12,0.64,-0.52,1.33,1.33,0.0,2,0,2,2.0,47.6,41.04,44.34,0.41,0.79,160,9,6,16,14.63,20.25,11.77,3,8,10,3,14,45.0,27.32,57.13,62.15,61.4,39.51,0,Toulouse 2-0 Brest,2025-08-24
Lens,1.14,2.43,-1.29,0.38,2.12,-1.74,0.0,0.31,-0.31,0.38,2.43,-2.05,2,1,1,2.29,42.2,31.51,45.03,0.51,0.76,167,6,6,18,11.76,23.68,12.71,3,10,12,0,16,41.5,20.22,68.27,65.9,67.87,42.29,0,Le Havre 1-2 Lens,2025-08-24
Le Havre,2.43,1.14,1.29,2.12,0.38,1.74,0.31,0.0,0.31,2.43,0.38,2.05,1,2,-1,-2.29,57.8,68.49,50.82,0.76,0.51,297,16,18,6,23.68,11.76,8.98,10,3,33,7,17,163.7,79.78,35.33,34.1,92.63,57.71,1,Le Havre 1-2 Lens,2025-08-24
Rennes,0.06,4.26,-4.2,0.05,3.91,-3.86,0.01,0.35,-0.34,0.06,4.26,-4.2,0,4,-4,0.2,49.0,29.22,39.87,0.08,1.42,168,2,4,22,50.0,15.49,13.43,2,7,7,2,7,12.6,4.88,42.73,31.97,0.43,0.09,1,Lorient 4-0 Rennes,2025-08-24
Lorient,4.26,0.06,4.2,3.91,0.05,3.86,0.35,0.01,0.34,4.26,0.06,4.2,4,0,4,-0.2,51.0,70.78,59.88,1.42,0.08,373,27,22,4,15.49,50.0,11.13,7,2,26,3,18,245.8,95.12,90.93,68.03,478.34,99.91,0,Lorient 4-0 Rennes,2025-08-24
Metz,1.26,2.45,-1.19,1.07,2.13,-1.06,0.19,0.32,-0.13,1.26,2.45,-1.19,0,3,-3,-1.81,47.2,51.97,42.67,0.58,0.85,189,6,11,13,18.97,15.29,14.0,2,2,16,3,15,110.2,51.02,86.07,53.35,52.6,23.57,0,Olympique Lyonnais 3-0 Metz,2025-08-23
Olympique Lyonnais,2.45,1.26,1.19,2.13,1.07,1.06,0.32,0.19,0.13,2.45,1.26,1.19,3,0,3,1.81,52.8,48.03,44.34,0.85,0.58,203,14,13,11,15.29,18.97,14.1,2,2,10,4,13,105.8,48.98,75.27,46.65,170.6,76.43,0,Olympique Lyonnais 3-0 Metz,2025-08-23
Auxerre,1.96,2.1,-0.14,1.96,1.94,0.02,0.0,0.17,-0.17,1.96,2.1,-0.14,1,3,-2,-1.86,45.0,48.92,46.59,0.45,0.93,184,6,12,17,26.67,18.28,14.21,6,4,14,4,15,77.9,40.36,60.6,62.82,80.03,52.64,1,Nice 3-1 Auxerre,2025-08-23
